# Program:featureCounts v2.0.1; Command:"featureCounts" "--verbose" "-a" "./PROKKA_06012021.gtf" "-t" "CDS" "-o" "final_featureCounts.txt" "./sorted_bam/AA24-1.sorted.bam" "./sorted_bam/AA24-2.sorted.bam" "./sorted_bam/AA24-3.sorted.bam" "./sorted_bam/AA3-1.sorted.bam" "./sorted_bam/AA3-2.sorted.bam" "./sorted_bam/AA3-3.sorted.bam" "./sorted_bam/AA72-1.sorted.bam" "./sorted_bam/AA72-2.sorted.bam" "./sorted_bam/AA72-3.sorted.bam" "./sorted_bam/AAF24-1.sorted.bam" "./sorted_bam/AAF24-2.sorted.bam" "./sorted_bam/AAF24-3.sorted.bam" "./sorted_bam/AAF3-1.sorted.bam" "./sorted_bam/AAF3-2.sorted.bam" "./sorted_bam/AAF3-3.sorted.bam" "./sorted_bam/AAF72-1.sorted.bam" "./sorted_bam/AAF72-2.sorted.bam" "./sorted_bam/AAF72-3.sorted.bam" "./sorted_bam/ABBL18TSB.sorted.bam" "./sorted_bam/ABGA24-1.sorted.bam" "./sorted_bam/ABGA24-2.sorted.bam" "./sorted_bam/ABGA24-3.sorted.bam" "./sorted_bam/ABGA3-1.sorted.bam" "./sorted_bam/ABGA3-2.sorted.bam" "./sorted_bam/ABGA3-3.sorted.bam" "./sorted_bam/ABGA72-1.sorted.bam" "./sorted_bam/ABGA72-2.sorted.bam" "./sorted_bam/ABGA72-3.sorted.bam" "./sorted_bam/ABGW24-1.sorted.bam" "./sorted_bam/ABGW24-2.sorted.bam" "./sorted_bam/ABGW24-3.sorted.bam" "./sorted_bam/ABGW3-1.sorted.bam" "./sorted_bam/ABGW3-2.sorted.bam" "./sorted_bam/ABGW3-3.sorted.bam" "./sorted_bam/ABGW72-1.sorted.bam" "./sorted_bam/ABGW72-2.sorted.bam" "./sorted_bam/ABGW72-3.sorted.bam" "./sorted_bam/AVEG24-1.sorted.bam" "./sorted_bam/AVEG24-2.sorted.bam" "./sorted_bam/AVEG24-3.sorted.bam" "./sorted_bam/AVEG3-1.sorted.bam" "./sorted_bam/AVEG3-2.sorted.bam" "./sorted_bam/AVEG3-3.sorted.bam" "./sorted_bam/AVEG72-1.sorted.bam" "./sorted_bam/AVEG72-2.sorted.bam" "./sorted_bam/AVEG72-3.sorted.bam" "./sorted_bam/AW24-1.sorted.bam" "./sorted_bam/AW24-2.sorted.bam" "./sorted_bam/AW24-3.sorted.bam" "./sorted_bam/AW3-1.sorted.bam" "./sorted_bam/AW3-2.sorted.bam" "./sorted_bam/AW3-3.sorted.bam" "./sorted_bam/AW72-1.sorted.bam" "./sorted_bam/AW72-2.sorted.bam" "./sorted_bam/AW72-3.sorted.bam" "-F" "GTF" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	./sorted_bam/AA24-1.sorted.bam	./sorted_bam/AA24-2.sorted.bam	./sorted_bam/AA24-3.sorted.bam	./sorted_bam/AA3-1.sorted.bam	./sorted_bam/AA3-2.sorted.bam	./sorted_bam/AA3-3.sorted.bam	./sorted_bam/AA72-1.sorted.bam	./sorted_bam/AA72-2.sorted.bam	./sorted_bam/AA72-3.sorted.bam	./sorted_bam/AAF24-1.sorted.bam	./sorted_bam/AAF24-2.sorted.bam	./sorted_bam/AAF24-3.sorted.bam	./sorted_bam/AAF3-1.sorted.bam	./sorted_bam/AAF3-2.sorted.bam	./sorted_bam/AAF3-3.sorted.bam	./sorted_bam/AAF72-1.sorted.bam	./sorted_bam/AAF72-2.sorted.bam	./sorted_bam/AAF72-3.sorted.bam	./sorted_bam/ABBL18TSB.sorted.bam	./sorted_bam/ABGA24-1.sorted.bam	./sorted_bam/ABGA24-2.sorted.bam	./sorted_bam/ABGA24-3.sorted.bam	./sorted_bam/ABGA3-1.sorted.bam	./sorted_bam/ABGA3-2.sorted.bam	./sorted_bam/ABGA3-3.sorted.bam	./sorted_bam/ABGA72-1.sorted.bam	./sorted_bam/ABGA72-2.sorted.bam	./sorted_bam/ABGA72-3.sorted.bam	./sorted_bam/ABGW24-1.sorted.bam	./sorted_bam/ABGW24-2.sorted.bam	./sorted_bam/ABGW24-3.sorted.bam	./sorted_bam/ABGW3-1.sorted.bam	./sorted_bam/ABGW3-2.sorted.bam	./sorted_bam/ABGW3-3.sorted.bam	./sorted_bam/ABGW72-1.sorted.bam	./sorted_bam/ABGW72-2.sorted.bam	./sorted_bam/ABGW72-3.sorted.bam	./sorted_bam/AVEG24-1.sorted.bam	./sorted_bam/AVEG24-2.sorted.bam	./sorted_bam/AVEG24-3.sorted.bam	./sorted_bam/AVEG3-1.sorted.bam	./sorted_bam/AVEG3-2.sorted.bam	./sorted_bam/AVEG3-3.sorted.bam	./sorted_bam/AVEG72-1.sorted.bam	./sorted_bam/AVEG72-2.sorted.bam	./sorted_bam/AVEG72-3.sorted.bam	./sorted_bam/AW24-1.sorted.bam	./sorted_bam/AW24-2.sorted.bam	./sorted_bam/AW24-3.sorted.bam	./sorted_bam/AW3-1.sorted.bam	./sorted_bam/AW3-2.sorted.bam	./sorted_bam/AW3-3.sorted.bam	./sorted_bam/AW72-1.sorted.bam	./sorted_bam/AW72-2.sorted.bam	./sorted_bam/AW72-3.sorted.bam
LJGBIDFA_01539	NODE_9_length_149361_cov_52.902140	32235	34544	-	2310	462	1367	1813	2617	2090	2612	863	932	2001	6532	1474	4454	4379	9213	12879	8960	10546	12338	1829	1865	6222	5358	8774	9144	2890	5755	6624	9481	2907	2371	2608	5491	7923	6773	5136	6561	3236	1651	894	625	1090	1100	934	736	817	2585	7412	2785	3676	4361	2904	4416	2452	1786	3651
LJGBIDFA_01540	NODE_9_length_149361_cov_52.902140	34639	35256	-	618	101	211	221	358	208	293	143	203	247	454	288	303	332	676	832	525	864	867	217	279	445	360	622	380	225	353	393	486	175	111	138	203	350	302	191	417	136	176	140	121	160	181	103	87	149	200	970	353	366	345	213	325	236	120	436
LJGBIDFA_01541	NODE_9_length_149361_cov_52.902140	35243	36013	-	771	183	567	468	704	383	570	274	514	538	933	835	506	814	1537	1831	1472	1891	2232	169	745	1079	904	1297	1001	541	927	974	1465	422	338	544	627	813	716	909	975	537	534	424	415	233	351	258	209	437	572	2012	641	866	742	511	720	414	403	1178
LJGBIDFA_01542	NODE_9_length_149361_cov_52.902140	36026	37936	-	1911	848	2580	2210	4026	1406	3206	1515	2153	3373	1394	4691	900	4474	3233	3654	2119	3464	4503	596	3460	2793	2016	6479	2154	822	2405	2609	2941	856	836	785	1066	2322	1777	1607	2488	931	1955	2018	1583	1020	1108	1019	1135	2207	2086	3185	985	1637	1506	1095	1702	958	592	2023
LJGBIDFA_01543	NODE_9_length_149361_cov_52.902140	37946	39787	-	1842	1145	3426	2667	5441	2288	4641	1730	2630	4100	2363	5879	1812	7000	4665	4588	3085	4355	5259	705	4523	3722	2959	8509	2847	1052	3241	3763	3844	1644	699	1374	1697	2968	2614	2036	3109	1611	2789	2719	2295	1493	1488	1262	1516	3238	2596	4158	1280	2236	2648	1854	2424	1173	877	2452
LJGBIDFA_01544	NODE_9_length_149361_cov_52.902140	39799	41238	-	1440	566	1912	1167	3350	903	2933	741	1688	2314	754	4103	520	4312	2802	3743	1553	3591	4487	161	3156	2525	1837	5619	1542	404	1819	2596	3173	586	499	427	503	2222	1370	1427	2928	946	1589	1765	1212	680	922	853	1060	2237	1607	2984	831	1479	1696	1194	1508	825	607	1896
LJGBIDFA_01545	NODE_9_length_149361_cov_52.902140	41259	42692	-	1434	1619	5093	3388	6092	1516	5046	2432	4101	5123	1220	7989	538	9703	6217	6012	3439	6873	8037	152	6201	4218	2889	8693	2510	397	3011	5144	5426	1141	823	539	647	3346	1803	1981	4062	1416	2234	2767	1996	997	1245	1085	1199	3421	2471	4699	1295	2706	3456	2225	2996	1164	970	2324
LJGBIDFA_01546	NODE_9_length_149361_cov_52.902140	42685	44469	-	1785	5308	21037	14633	14941	2873	14930	9111	14667	19292	10662	22200	6936	28025	24527	21270	16764	24290	30991	296	20375	15183	10569	22914	11846	2090	11967	18697	19330	5327	3878	3899	5705	12291	7573	7771	12568	7295	5447	6193	4267	2320	2752	2269	3305	8319	7074	13718	3652	6784	10963	6087	7765	2990	2207	6397
LJGBIDFA_01547	NODE_9_length_149361_cov_52.902140	44843	45307	-	465	54	158	208	307	287	301	121	119	211	510	181	449	587	708	767	635	900	929	250	256	410	369	462	438	192	385	484	532	271	223	241	324	614	425	217	460	256	93	66	52	172	147	81	40	55	111	991	360	510	759	491	492	159	113	338
LJGBIDFA_01548	NODE_9_length_149361_cov_52.902140	45498	45800	+	303	934	1557	1347	1312	1185	1132	650	1728	1639	841	1888	721	2092	1460	1343	956	1465	1958	535	1920	1321	1201	1838	982	226	1013	1691	1671	1119	1048	772	655	1802	1335	1344	1688	796	884	1033	1493	1475	975	486	517	1498	798	2187	1225	2088	3652	3620	2757	2896	2247	908
LJGBIDFA_01549	NODE_9_length_149361_cov_52.902140	46037	47410	+	1374	5534	11832	8788	4675	3452	4213	5996	10647	10724	6663	11457	4594	6637	10111	11791	9775	13136	16556	3235	9209	7977	6744	8243	6921	2978	7805	12238	14807	5919	3537	5232	5280	10527	7518	7043	11003	5559	7120	7225	9081	5268	4823	2527	3684	8268	6465	9602	3896	7165	6396	4262	5013	12269	7833	5626
LJGBIDFA_01550	NODE_9_length_149361_cov_52.902140	47631	48923	+	1293	182	401	514	539	474	406	382	242	443	1036	1058	675	2711	2313	3477	1910	3132	3985	422	1006	1429	682	1193	978	515	913	1517	2274	516	418	475	575	1496	827	997	1702	554	756	398	185	325	281	219	413	312	892	4333	1571	2284	1898	1012	1638	1360	957	1803
LJGBIDFA_01551	NODE_9_length_149361_cov_52.902140	48945	50150	+	1206	160	275	254	441	385	396	235	206	335	609	1210	266	2751	1908	2622	1311	2484	3267	442	1044	1147	614	1024	752	591	681	1266	1947	439	230	246	386	1396	606	841	1747	377	597	308	209	263	257	212	355	246	787	3700	1365	2457	1466	969	1401	1356	796	1758
LJGBIDFA_01552	NODE_9_length_149361_cov_52.902140	50270	51493	-	1224	195	626	569	1158	1147	1428	270	297	563	1967	356	1504	2320	2562	3042	2620	2935	3521	759	1012	1668	1577	2429	1871	857	1484	1872	2515	1697	1318	1474	1546	2478	2110	1299	2452	1334	361	203	129	190	178	160	163	162	376	5242	15419	6703	6333	5043	5430	12570	17847	11147
LJGBIDFA_01553	NODE_9_length_149361_cov_52.902140	51665	52630	+	966	100	192	249	338	282	373	68	144	257	1025	122	763	647	1131	1527	1206	1455	1631	455	169	498	582	631	788	388	620	732	1089	499	279	554	589	849	710	454	864	350	199	125	105	206	143	77	108	88	290	1150	444	417	761	643	685	321	184	464
LJGBIDFA_01554	NODE_9_length_149361_cov_52.902140	52670	54535	-	1866	594	1628	1672	2417	2327	2276	962	957	1570	5321	1315	2936	3952	9649	11259	8488	11313	15232	15283	1750	6210	3937	5699	5193	3202	4857	6588	8484	2415	2022	2032	3274	7165	4012	4437	7407	2719	2617	1419	1007	1955	2093	1469	1212	1087	3144	3404	1548	1996	3496	2826	3057	1745	1585	1774
LJGBIDFA_01555	NODE_9_length_149361_cov_52.902140	54667	54939	-	273	160	656	437	1495	1715	1289	362	368	527	2157	1061	1954	3943	2946	2033	2114	2059	2406	2553	1322	2063	2252	3153	1801	2453	2573	1692	1780	1397	842	1800	1705	1622	2529	2235	1762	1230	526	408	311	1044	904	548	374	321	525	819	332	392	1073	1040	1062	359	246	254
LJGBIDFA_01556	NODE_9_length_149361_cov_52.902140	55109	55564	-	456	314	756	809	2382	3263	2980	670	473	803	2990	1705	2287	8495	4101	3423	2221	2822	3118	2598	2041	2623	3085	3961	2945	2172	2124	1771	1601	1693	770	1710	2123	2408	3348	2275	2202	1554	461	523	531	1642	1135	594	490	458	592	1296	698	647	1788	1676	1481	520	427	501
LJGBIDFA_01557	NODE_9_length_149361_cov_52.902140	55775	56422	+	648	2438	4081	3486	2943	2668	3056	2247	3884	4502	2329	4702	1934	5781	3214	3097	2266	3624	4713	1702	4131	2958	1506	3091	1611	744	1426	3047	2965	1719	692	2679	1730	2133	2768	1141	2233	1634	2682	3240	3876	3103	2771	1360	1938	3939	2641	3114	1250	1543	3155	3033	2594	637	626	1053
LJGBIDFA_01558	NODE_9_length_149361_cov_52.902140	56533	57006	+	474	1752	4603	3550	6637	6199	5830	2750	3314	4272	6675	3379	2942	5262	11351	12881	11743	15664	19528	1017	3194	9027	7317	7307	6128	6632	10074	12359	15354	5225	3634	4180	5957	9265	6002	7596	12278	6278	3993	3904	4026	4316	3306	1800	2342	3139	3361	6467	4370	7343	13796	14554	15009	6750	3592	3440
LJGBIDFA_01559	NODE_9_length_149361_cov_52.902140	57008	58225	+	1218	7744	19112	13422	26812	25594	20535	14745	16043	17067	13727	16927	4570	23658	42732	49296	37392	55687	70630	5693	14786	33113	22785	24503	20568	17029	27403	37420	48315	10338	8245	4757	11875	33670	14642	22343	40798	12989	14703	14907	16789	14244	11425	6357	8844	13013	14799	31880	19713	34712	39701	43452	47594	31090	17950	18356
LJGBIDFA_01560	NODE_9_length_149361_cov_52.902140	58292	58678	+	387	5633	15506	6617	6401	7249	4432	6635	13605	9084	2310	9489	668	5962	9999	9806	8270	13164	18082	2371	12202	10393	6231	7281	4284	6054	7111	11653	12274	2756	2450	1262	2412	7835	3860	5069	9405	3136	7036	6877	11057	6543	5288	2579	3075	6701	4730	11540	13010	41940	18887	16969	19554	13457	8069	6998
LJGBIDFA_01561	NODE_9_length_149361_cov_52.902140	58709	59029	+	321	5576	13328	6313	3981	4476	2767	6759	12142	8474	1653	7123	681	4776	7938	7719	7773	10473	14185	1759	10171	7813	4200	4889	3242	4136	6846	10238	11626	2881	2225	1288	1961	5103	2570	4831	7779	2726	5964	5683	9146	4983	4324	2237	2447	5181	3411	9968	14012	35635	13385	12136	13010	12443	7324	5959
LJGBIDFA_01562	NODE_9_length_149361_cov_52.902140	59115	59633	+	519	2237	3199	2883	1540	1344	1160	2569	3862	3615	1234	4018	426	2002	4921	9845	4811	8555	10390	2830	3222	5237	2598	2976	2953	1064	2747	5353	9281	995	566	373	657	4702	2022	2935	4644	935	3257	3205	3962	1952	1800	969	1533	3446	3420	3293	1334	2222	1880	1218	1486	5742	3274	2177
LJGBIDFA_01563	NODE_9_length_149361_cov_52.902140	59672	61531	+	1860	6629	9826	8002	3511	3430	2414	7254	11283	9992	2891	11402	1100	5609	13616	29376	12842	24004	30458	10685	7983	14413	6710	8306	7385	2075	6885	13713	27232	3126	2078	851	2110	15996	7252	12381	17709	3110	11195	9565	12021	5336	5201	3031	5849	10653	11837	12962	4720	7847	4014	2452	4244	30324	17113	9271
LJGBIDFA_01564	NODE_9_length_149361_cov_52.902140	61550	61888	+	339	291	578	321	253	370	200	453	536	405	278	634	112	408	817	1699	859	1609	1926	697	553	762	439	617	458	191	519	856	1845	227	108	113	165	1098	570	1154	1386	166	693	570	680	407	330	232	355	513	666	1020	352	685	302	187	342	2344	1479	722
LJGBIDFA_01565	NODE_9_length_149361_cov_52.902140	61937	63406	-	1470	726	2094	2395	2938	2071	2757	1586	1469	2576	9114	1270	5690	3403	7852	6851	9435	7032	7123	4506	1586	5924	4576	4902	5893	4688	5507	4986	6223	2862	2364	2902	4130	6114	3951	3629	5560	2991	2958	1452	1088	2036	1910	1217	1324	1229	3425	2677	1162	1694	2552	1892	2010	1472	1576	1342
LJGBIDFA_01566	NODE_9_length_149361_cov_52.902140	63459	63893	-	435	728	2259	1669	2565	2776	2136	774	1541	1466	5473	1737	2943	3137	4503	3139	6029	3715	3558	2812	1466	3425	4639	4218	3696	3406	5740	4572	4174	3736	3097	3573	5029	3599	4669	2669	3626	3871	2043	1666	1646	2390	2145	1218	1007	1115	1567	955	556	829	2398	2547	2075	1404	1309	812
LJGBIDFA_01567	NODE_9_length_149361_cov_52.902140	64094	67555	-	3462	1338	3469	2732	3946	4016	4070	1290	2565	2952	5067	3643	3498	6065	4050	3357	4010	3408	3620	4065	3334	3390	3071	4547	3060	1916	2780	3562	3332	2900	1394	3406	2792	4181	4018	1931	3143	2527	3119	2737	2992	3310	2760	1648	1926	2933	3509	6559	2104	2295	4909	6343	5280	3600	2866	2656
LJGBIDFA_01568	NODE_9_length_149361_cov_52.902140	67690	68046	-	357	48	142	132	213	252	242	54	83	113	769	128	662	584	597	410	591	374	379	614	119	375	365	366	452	281	419	373	393	263	66	256	346	397	436	305	272	265	77	88	72	127	164	83	65	87	132	688	158	202	372	210	283	136	137	174
LJGBIDFA_01569	NODE_9_length_149361_cov_52.902140	68126	69067	-	942	187	510	550	674	1016	870	265	296	425	2475	433	1951	1974	1767	1560	1859	1356	1386	2095	548	1416	1279	1847	1903	1515	1399	1059	1057	882	711	1087	1440	1186	1239	873	978	678	306	250	153	451	400	223	202	200	458	1588	582	593	962	890	794	436	322	428
LJGBIDFA_01570	NODE_9_length_149361_cov_52.902140	69204	69983	-	780	182	319	377	718	650	472	249	265	429	1056	457	791	1440	943	730	959	718	979	959	502	897	630	1047	775	969	749	694	682	514	334	586	693	876	813	469	694	571	444	320	238	487	516	244	199	253	339	460	242	316	821	882	766	269	196	279
LJGBIDFA_01571	NODE_9_length_149361_cov_52.902140	70011	70517	-	507	148	375	349	775	1012	931	194	443	540	910	765	736	1807	1031	595	645	610	715	1392	1028	1035	813	1690	917	785	749	597	473	456	336	555	687	765	896	710	625	387	308	261	246	640	591	287	190	305	390	469	189	132	620	676	591	209	156	212
LJGBIDFA_01572	NODE_9_length_149361_cov_52.902140	70530	71195	-	666	100	178	159	488	701	517	47	134	263	796	404	736	1791	812	546	524	426	475	1025	581	729	645	974	795	552	598	445	455	471	308	506	565	768	732	326	555	496	166	209	164	412	321	169	100	135	254	409	243	148	567	555	498	187	164	169
LJGBIDFA_01573	NODE_9_length_149361_cov_52.902140	71408	71674	+	267	9	39	12	17	59	44	8	54	43	60	35	58	41	85	85	93	94	92	914	24	95	94	114	137	72	136	107	123	83	72	56	73	88	86	195	76	47	57	43	53	60	59	32	29	35	78	97	45	25	45	62	50	91	87	39
LJGBIDFA_01574	NODE_9_length_149361_cov_52.902140	71731	72465	-	735	406	1746	1167	2148	2572	2099	672	849	915	4725	760	3320	3307	4244	4201	5576	4476	4717	1969	985	2760	3183	2873	2945	2313	3153	2863	4123	2513	1554	2861	2983	3100	3710	1804	3011	2260	1286	661	634	1231	1082	661	580	534	1414	5735	1765	2533	3876	2801	3278	1399	1245	2330
LJGBIDFA_01575	NODE_9_length_149361_cov_52.902140	72523	73380	-	858	327	1275	1201	1926	1976	2410	845	707	1408	3763	949	2638	3324	3494	4209	4033	3944	3846	3525	1219	2291	2134	2081	2549	1845	2080	2350	3331	2054	1366	2942	2114	2752	3456	2259	3225	2061	1020	662	545	877	849	561	590	593	1368	7510	2642	2982	4657	3601	3566	1366	963	2580
LJGBIDFA_01576	NODE_9_length_149361_cov_52.902140	73690	74058	+	369	139	1151	802	1356	1686	1295	474	433	703	4983	243	3367	6503	4158	2938	5372	3033	2759	382	543	1588	3674	2042	2752	3007	4075	2583	3702	3963	3344	5599	3903	2102	4805	2489	2661	3808	590	261	124	390	438	245	270	170	590	2139	769	1159	6659	8193	6012	709	556	856
LJGBIDFA_01577	NODE_9_length_149361_cov_52.902140	74112	74846	-	735	332	1461	1635	1341	1112	1880	705	879	1446	4616	427	3464	2588	4340	4704	5454	4796	4771	523	416	2223	2642	1807	2872	1381	2755	2563	3838	2221	1293	2539	2527	2511	3172	1745	2679	1974	914	504	316	546	502	383	428	283	1215	3846	1235	1611	4557	3999	3861	862	691	1585
LJGBIDFA_01578	NODE_9_length_149361_cov_52.902140	74879	76609	-	1731	140	428	365	700	1069	623	212	278	365	1303	987	804	1669	1292	1268	1322	1360	1707	1974	999	1293	820	1511	894	568	893	1128	1118	649	288	577	718	3467	1407	607	1044	509	906	817	436	609	775	502	594	443	1134	1887	555	812	796	562	774	648	517	1218
LJGBIDFA_01579	NODE_9_length_149361_cov_52.902140	76622	77764	-	1143	92	334	337	511	974	593	170	150	237	1050	893	719	1616	951	897	764	812	1050	1612	939	1078	877	1468	789	738	674	827	615	550	372	675	624	3830	1583	655	948	739	827	662	270	628	691	492	728	435	1070	1291	399	698	531	405	575	410	260	717
LJGBIDFA_01580	NODE_9_length_149361_cov_52.902140	77772	78710	-	939	64	147	176	330	604	290	71	108	146	542	667	337	1122	569	393	467	451	608	1269	739	736	399	887	465	339	505	447	441	338	202	344	320	2518	986	206	378	330	634	489	248	464	669	497	470	352	694	742	238	329	345	268	303	211	172	455
LJGBIDFA_01581	NODE_9_length_149361_cov_52.902140	78723	80735	-	2013	241	526	448	980	1623	982	223	377	485	1444	1762	1047	3370	1717	1504	1304	1446	1966	4433	1938	2288	1319	2356	1347	1029	1110	1300	1275	812	478	1023	915	7293	2397	759	1253	1008	1535	1399	768	1232	1511	1142	1375	921	1913	2831	743	1101	1004	698	880	755	541	1515
LJGBIDFA_01582	NODE_9_length_149361_cov_52.902140	80757	82577	-	1821	160	400	590	671	963	612	203	228	412	1269	596	968	1678	1359	1569	1415	1388	1820	3190	721	1924	1018	1364	1149	773	975	1055	1305	639	315	666	845	4162	1005	658	1117	670	1069	557	399	549	717	480	696	452	1273	2519	644	1090	830	508	853	593	425	1058
LJGBIDFA_01583	NODE_9_length_149361_cov_52.902140	82596	84380	-	1785	127	525	453	526	587	677	261	267	393	1721	373	1237	1273	1636	1784	1672	1627	1978	1991	391	1360	1100	1168	1313	849	984	1056	1279	806	372	836	912	4795	1099	677	1286	745	503	348	215	397	416	299	366	234	787	2626	541	801	939	783	905	519	317	748
LJGBIDFA_01584	NODE_9_length_149361_cov_52.902140	84925	85017	+	93	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	5	3	2	6	5	4	8	0	0	2	2	0	6	0	5	0	0	0	0	2	4	0	0	0	0	0	0	1	8	2	1	0	0	2
LJGBIDFA_01585	NODE_9_length_149361_cov_52.902140	85162	87861	+	2700	124	395	445	528	841	670	251	227	344	1160	275	851	887	1129	1190	1095	1100	1302	756	473	955	827	895	1013	647	832	806	893	1203	441	846	920	50443	4587	712	2407	994	408	219	220	382	553	263	300	185	537	2939	537	617	800	654	795	572	366	766
LJGBIDFA_01586	NODE_9_length_149361_cov_52.902140	87970	88686	+	717	115	216	240	259	302	263	110	222	279	360	244	268	380	483	558	538	577	598	206	202	415	385	387	351	248	403	442	517	262	203	239	291	4780	821	231	528	198	186	150	226	138	139	87	154	141	183	746	176	241	271	260	262	242	148	238
LJGBIDFA_01587	NODE_9_length_149361_cov_52.902140	88730	89608	+	879	138	199	187	352	426	476	155	215	167	367	310	295	902	647	467	414	439	497	654	288	437	464	605	409	256	422	363	388	367	181	224	342	9427	1484	303	635	312	240	186	187	282	244	125	208	184	248	961	196	255	570	434	610	238	151	200
LJGBIDFA_01588	NODE_9_length_149361_cov_52.902140	89624	90046	+	423	21	86	103	125	161	149	26	56	65	182	86	101	245	180	134	172	142	162	189	106	120	143	174	82	104	127	124	90	156	49	90	99	4045	593	151	261	215	115	70	46	95	110	50	52	29	79	259	65	109	180	263	180	62	37	83
LJGBIDFA_01589	NODE_9_length_149361_cov_52.902140	90066	90479	+	414	34	78	87	159	213	183	67	66	75	280	91	161	395	382	214	329	278	341	270	117	199	234	284	258	202	285	269	255	200	103	130	219	3101	597	85	293	170	100	63	21	108	108	55	101	41	99	221	79	71	229	293	303	106	81	87
LJGBIDFA_01590	NODE_9_length_149361_cov_52.902140	90783	92948	-	2166	2764	5781	5822	10173	8514	6250	4324	5005	6082	24328	8294	12669	25863	32702	21847	34466	29685	37198	52539	14045	30410	30422	32666	25735	26868	31578	26434	24733	11694	11124	9062	20553	21644	17471	15657	21408	14844	9656	5948	4084	8268	9045	8019	4765	3882	9344	5316	3935	6433	10167	9209	9462	6522	5897	3976
LJGBIDFA_01591	NODE_9_length_149361_cov_52.902140	93319	94461	-	1143	377	1294	834	2207	2615	2062	541	652	835	3461	872	2263	5030	4458	3240	3514	3505	4134	7301	1610	3204	2959	4095	2590	1973	2614	2743	3371	2114	1652	2328	2262	4171	3187	1894	3156	2408	1479	907	672	1595	1680	1091	733	627	1613	4587	1739	2780	3502	3830	3768	2366	1851	2852
LJGBIDFA_01592	NODE_9_length_149361_cov_52.902140	94545	95564	-	1020	133	522	347	476	476	594	150	272	437	1562	226	1171	1320	1812	1825	1559	1710	1923	564	253	946	829	1142	1148	682	901	1095	1559	779	344	732	913	1478	1118	744	1288	657	399	232	108	299	408	165	180	160	619	5211	1512	1971	1877	1677	1700	1520	1269	1923
LJGBIDFA_01593	NODE_9_length_149361_cov_52.902140	95725	97233	+	1509	325	955	773	834	524	955	430	550	815	2191	579	1473	1926	2957	3119	2875	2933	3335	978	597	1888	1801	1710	1782	1374	1844	1751	2436	1207	1236	1255	1475	1785	1587	1105	1956	1053	572	371	251	303	321	239	303	242	783	8111	2193	2989	3122	2223	2768	1889	1453	2783
LJGBIDFA_01594	NODE_9_length_149361_cov_52.902140	97283	98194	+	912	241	339	575	590	520	543	252	358	477	1204	681	984	1300	1328	1366	1458	1233	1356	2016	789	1000	813	1052	1024	627	1022	1001	1226	642	437	749	922	1030	833	610	1060	611	750	586	399	518	527	419	409	350	739	841	298	389	836	793	639	411	361	456
LJGBIDFA_01595	NODE_9_length_149361_cov_52.902140	98191	98889	-	699	262	682	592	698	711	796	385	514	531	1908	606	1662	1530	2527	2611	2537	2354	2697	2734	737	1243	1430	1598	1596	1200	1455	1590	2169	1056	656	1144	1354	1765	1556	1411	1738	1032	842	531	431	841	657	375	461	420	1045	1095	310	497	1258	1136	1118	662	502	412
LJGBIDFA_01596	NODE_9_length_149361_cov_52.902140	99056	99421	-	366	1032	3681	2007	4289	4858	4497	1457	1892	1763	5959	2928	3582	7157	6882	4022	6889	4676	4992	2375	4053	3758	6036	5390	3724	4625	8686	6374	6582	5111	3193	7408	5036	4082	6538	6071	4889	5528	1796	1875	1564	2795	2035	1173	1176	1188	1341	2746	1511	2993	8363	10488	10547	1349	908	1415
LJGBIDFA_01597	NODE_9_length_149361_cov_52.902140	99446	99748	-	303	2727	8068	5416	10368	11598	10896	2992	4496	4702	12125	7343	7241	17930	14488	9157	12228	10610	11259	5310	7076	8351	11965	11033	10192	11226	14173	12940	12961	10326	6738	10733	11912	10101	13303	9438	12810	9276	4442	3226	3112	5708	4391	2584	2845	3310	4278	6099	4276	5936	19443	21290	21118	2884	1979	2528
LJGBIDFA_01598	NODE_9_length_149361_cov_52.902140	99905	101578	-	1674	34356	81800	47109	27429	21335	17698	44656	74552	53236	38671	68996	14114	28524	72054	71630	102105	90061	117850	38738	48576	53536	47382	38992	36856	37345	64940	78693	109168	32211	29049	18324	29575	51146	36750	48678	58443	34811	54212	51455	68380	36957	39088	20518	25931	45670	39793	25990	12179	20607	25991	21025	22957	77805	51150	23568
LJGBIDFA_01599	NODE_9_length_149361_cov_52.902140	101683	102369	-	687	1299	2895	1927	2107	1895	2063	1536	2615	2799	3006	2689	1973	3282	3809	4336	3890	4444	5235	4494	1962	3462	3030	3746	3219	2613	3635	3858	5237	2876	2052	2298	2928	4825	3599	3161	4662	2335	2718	1968	2090	2075	2058	1130	1710	1961	2718	2483	1059	1131	1970	1848	1975	4733	2740	1707
LJGBIDFA_01600	NODE_9_length_149361_cov_52.902140	102377	102820	-	444	36	234	143	228	229	209	104	140	185	553	226	216	530	1063	1477	1219	1548	1674	945	320	505	394	695	517	255	538	903	1602	265	339	295	322	1205	543	655	967	362	513	250	136	268	239	173	234	169	550	1163	427	593	560	410	625	1147	636	555
